entry_atr_period,entry_stop_atr_rate,stop_atr_period,stop_loss_atr_rate,trailing_stop_atr_rate,take_profit_atr_period,take_profit_atr_rate,slow_ma_period,max_day_attempts,astro_signal_trend_period,astro_signal_shift_hour,enable_astro_signal,enable_moon_zodsign_filter,score
10,0.5,30,3.5,18.5,30,6,55,3,3,11,0,1,0.0173999418251917
50,0.4,10,5.0,8.5,42,10,23,2,1,18,0,1,0.0001
27,0.9,18,3.2,17.6,19,9,51,1,2,20,1,0,0.0203076258173258
34,0.1,20,1.5,7.4,23,6,26,2,4,18,1,1,0.0001
50,0.2,35,5.0,20.0,21,10,10,3,5,14,0,0,0.0001
17,0.2,29,2.3,10.5,19,3,36,3,3,14,0,0,0.0001
10,1.0,10,4.8,20.0,49,10,100,1,5,23,1,1,0.0094915366896256
30,0.1,50,1.0,20.0,50,6,100,3,5,0,0,1,0.0178256736139258
10,0.1,50,1.0,18.5,15,2,100,1,5,23,0,1,0.0001
19,0.7,37,4.8,4.3,37,8,42,3,2,15,0,0,0.0001
40,0.7,24,1.8,4.7,43,10,22,5,4,2,1,1,0.0160600199506204
30,0.1,30,2.1,19.3,30,3,55,3,3,6,1,0,0.0186886981841657
24,0.2,46,1.4,9.6,13,10,52,3,5,14,1,1,0.0001
10,0.9,50,4.0,20.0,50,10,10,1,1,23,0,0,0.0001
12,0.1,49,1.0,1.0,10,10,100,5,1,23,0,1,0.0001
46,0.5,40,1.9,18.5,15,9,33,2,4,10,0,1,0.0103688820791675
16,0.3,20,2.6,15.7,49,2,97,4,3,12,1,1,0.0116229760121778
10,0.9,40,3.1,12.5,10,2,100,4,1,1,0,1,0.0001
32,0.6,33,1.5,7.8,28,6,30,1,2,18,0,0,0.0136102050493135
10,1.0,50,1.9,20.0,34,9,33,5,1,10,0,1,0.0160014871099192
50,0.1,50,5.0,20.0,50,2,100,5,5,23,0,1,0.0001
19,0.1,45,4.4,15.6,18,9,62,2,2,10,1,1,0.0188816163892716
28,0.5,35,3.1,15.8,40,8,84,1,2,3,0,0,0.0001
17,0.7,32,4.0,4.3,37,8,34,3,5,20,0,0,0.0140203167933744
34,0.1,34,1.0,1.0,29,6,100,5,5,18,1,0,0.0001
50,0.5,10,3.0,1.0,10,6,55,5,3,0,0,0,0.0001
45,1.0,39,1.9,5.2,33,9,33,2,4,11,1,1,0.0135320203024042
10,0.1,50,5.0,20.0,50,10,12,1,1,22,0,1,0.0001
10,0.2,28,1.0,1.0,18,3,40,5,3,23,0,1,0.0001
11,1.0,10,1.0,20.0,10,3,23,2,1,18,1,1,0.0132046257260737
10,0.1,12,5.0,1.0,11,10,12,1,5,23,1,0,0.0001
10,0.7,40,1.0,1.0,50,10,10,1,1,4,1,1,0.0001
10,0.4,46,1.4,9.0,13,10,52,5,1,21,1,0,0.0181483078231925
11,1.0,10,4.8,20.0,50,10,100,1,5,23,1,1,0.0092835773927881
10,0.9,10,5.0,12.5,10,10,41,1,5,23,0,0,0.0085541121697845
10,1.0,50,1.0,1.0,50,10,10,5,1,1,1,1,0.0124597179631898
19,0.1,10,1.0,1.0,10,2,100,3,2,23,0,0,0.0001
25,0.4,45,1.5,8.6,14,9,48,5,5,21,1,0,0.0151897285466522
50,0.4,24,1.0,20.0,10,3,100,5,1,0,1,1,0.0147522045848753
15,0.2,40,3.1,8.6,19,7,96,1,1,13,1,0,0.0170152601950755
21,0.7,35,5.0,4.8,37,7,38,3,5,9,0,1,0.0001
10,0.1,10,5.0,20.0,50,10,10,5,1,0,0,0,0.0001
17,0.3,22,2.6,16.8,47,2,98,4,3,12,1,1,0.0114575645885873
50,0.1,20,2.1,19.3,23,10,12,2,5,23,1,1,0.0001
22,0.7,37,5.0,4.0,35,8,36,3,5,8,0,1,0.0001
46,0.2,35,4.0,9.6,21,10,69,2,5,14,0,1,0.0001
17,0.1,20,1.0,19.3,23,10,12,2,4,6,1,1,0.0099764272435184
30,0.9,30,4.0,17.1,12,6,34,5,3,11,0,0,0.0001
50,1.0,10,5.0,20.0,10,2,100,5,1,0,1,1,0.0152944145557099
49,0.1,10,1.0,1.7,50,2,16,1,5,1,1,0,0.0001
17,0.1,20,1.0,1.0,10,10,12,5,4,6,1,1,0.0001
50,0.2,50,1.0,19.5,50,2,100,5,5,0,0,1,0.017081126945192
18,0.1,45,4.6,15.7,18,9,58,2,2,9,1,1,0.0175455631859232
46,0.3,35,3.9,9.3,20,10,68,3,5,14,0,1,0.0202046798961071
14,0.7,40,4.8,18.6,19,7,93,1,1,5,1,1,0.007476870952916
10,0.5,10,3.0,1.0,10,2,100,5,1,23,0,0,0.0001
48,1.0,12,5.0,19.6,11,10,100,5,1,0,0,1,0.0001
50,0.1,10,5.0,19.8,50,10,12,5,5,0,0,0,0.0001
10,0.9,18,3.2,20.0,50,9,51,1,2,20,1,1,0.0001
30,0.2,39,3.0,7.5,39,6,95,1,5,12,1,0,0.0111998684034808
11,0.9,34,2.4,15.2,10,6,64,1,5,22,0,1,0.0001
24,0.1,46,1.0,9.0,50,2,52,5,5,23,1,0,0.0144289851447911
10,0.3,31,2.3,19.4,10,10,64,1,5,22,1,1,0.0106392699734336
50,0.1,49,1.2,1.8,50,10,98,5,5,23,1,1,0.0092531633352756
10,0.1,45,5.0,15.6,50,10,56,2,2,23,1,1,0.0001
19,0.1,50,4.8,17.1,50,2,10,1,1,23,0,0,0.0001
50,0.2,35,4.0,1.0,50,2,69,1,5,0,1,0,0.0001
30,0.2,30,3.0,10.5,30,6,55,3,3,15,0,0,0.0001
17,1.0,21,5.0,16.2,49,10,100,1,3,23,1,1,0.0105579601606757
50,0.1,12,5.0,19.5,49,10,10,5,5,0,0,0,0.0001
17,0.1,32,4.0,17.1,12,6,34,5,5,20,1,0,0.0163441017346786
14,0.7,38,4.8,17.6,19,7,91,1,1,5,1,1,0.0146386015292252
30,0.6,23,3.0,15.5,30,3,55,3,3,11,0,0,0.0165848585210188
10,0.1,50,5.0,19.3,11,10,10,5,1,0,0,0,0.0001
10,0.6,50,1.0,1.0,29,6,100,1,2,18,0,1,0.0001
46,0.9,39,3.1,12.6,49,5,44,4,2,1,0,1,0.0147559860383036
50,0.1,10,1.0,1.0,10,10,100,5,1,0,0,1,0.0001
49,0.1,11,5.0,20.0,49,10,10,5,5,0,0,0,0.0001
35,0.6,33,1.4,7.2,29,7,22,1,2,17,0,0,0.0001
50,0.3,21,2.7,16.2,10,10,95,5,3,12,0,1,0.0001
47,0.5,30,3.0,10.5,50,5,55,3,2,1,0,0,0.0173200998305108
34,0.6,34,1.4,7.3,29,6,29,1,2,18,0,0,0.0092570444923007
30,0.1,30,1.0,20.0,50,6,100,1,3,23,1,0,0.0138428691495221
20,0.7,10,5.0,17.1,30,2,39,3,2,16,0,0,0.0157281536258058
10,1.0,10,4.9,20.0,49,10,97,1,5,23,1,1,0.0091231870944824
10,1.0,20,1.9,18.5,34,9,33,2,3,17,0,1,0.0165279166416188
50,0.1,50,1.0,1.7,49,10,100,5,5,23,1,1,0.0092625506047382
10,0.1,10,5.0,20.0,50,10,10,1,1,23,0,1,0.0001
17,0.3,21,2.6,15.9,50,2,94,4,3,12,1,1,0.011428564402934
12,0.5,17,3.4,18.8,14,10,30,1,3,17,0,1,0.0134869092001353
30,0.6,34,1.7,7.5,30,6,32,1,2,17,0,0,0.014946017692
31,0.5,30,3.3,10.1,31,6,54,3,3,10,0,0,0.0155058376362746
50,1.0,12,5.0,20.0,10,10,98,5,1,0,0,1,0.0001
50,0.1,13,5.0,20.0,49,10,14,5,5,0,0,0,0.0001
18,0.7,10,4.8,17.1,29,2,46,3,2,16,0,0,0.0154644880210783
50,0.7,40,5.0,1.0,50,10,10,1,5,23,1,1,0.0001
50,0.1,12,1.0,1.0,10,10,10,5,5,0,0,1,0.0001
12,0.5,21,3.4,18.8,15,10,32,1,3,18,0,1,0.0150530665326314
27,0.9,18,3.0,17.3,18,9,50,1,2,21,1,0,0.0173254153623435
16,0.1,44,4.5,15.9,18,9,57,2,2,8,1,1,0.0144416451556101
50,0.6,50,1.0,1.0,50,6,100,5,5,18,1,1,0.0001
47,1.0,41,1.9,6.0,33,9,36,2,4,10,1,1,0.0138827022867481
10,0.9,40,3.1,1.0,50,5,10,1,5,23,0,1,0.0001
50,0.2,12,5.0,20.0,50,9,12,5,5,0,0,0,0.0001
20,0.1,47,4.3,16.0,18,9,56,2,2,7,1,1,0.0148769000931607
10,0.1,50,1.0,1.0,50,10,100,5,1,23,1,1,0.0001
30,0.9,30,4.0,10.5,30,6,55,5,3,20,0,0,0.0136560283241696
11,0.1,50,1.0,1.6,10,10,100,5,1,23,0,1,0.0001
12,0.1,50,1.0,19.7,50,2,98,1,5,23,1,1,0.0089307378568338
11,0.6,24,1.0,8.5,46,3,53,5,1,18,1,0,0.0172957124675332
10,0.1,10,5.0,1.0,10,10,100,5,1,23,1,0,0.0001
10,0.1,49,1.0,1.0,10,10,100,5,1,23,0,1,0.0001
30,0.5,30,3.1,8.6,30,6,54,3,3,12,0,0,0.0156015831177949
46,0.1,50,1.9,20.0,34,2,33,2,4,10,1,1,0.0148874040098548
12,0.1,10,1.0,1.1,10,2,99,5,1,23,1,0,0.0001
49,1.0,50,5.0,1.0,49,10,11,1,5,23,1,1,0.0001
16,0.3,20,2.7,14.9,49,2,97,4,3,11,1,1,0.0111077251392884
50,0.5,10,1.0,1.0,40,8,10,1,2,4,1,0,0.0001
44,0.3,31,2.2,19.3,48,9,68,3,2,22,1,1,0.0130449596865704
50,0.2,28,2.3,10.8,50,3,100,5,5,23,0,0,0.0176324824162187
50,0.1,10,5.0,20.0,10,10,10,5,5,0,0,1,0.0001
47,0.4,35,4.0,9.6,13,10,69,3,5,21,1,1,0.0101066697921562
18,0.1,20,2.1,19.0,23,3,10,2,4,6,1,1,0.0001
10,0.5,30,3.0,20.0,10,2,55,3,1,23,0,1,0.0001
43,0.3,31,2.1,19.6,47,9,62,3,2,22,1,1,0.0150349860385217
12,0.4,26,1.0,8.9,43,3,21,2,1,19,1,1,0.0001
46,0.5,35,1.9,5.9,34,9,85,2,2,4,1,1,0.0136475168566678
30,1.0,30,5.0,1.0,50,6,55,3,5,11,1,1,0.0001
47,0.1,40,3.1,12.5,10,5,41,4,5,1,1,0,0.0154065141704743
50,0.2,35,4.0,20.0,50,10,69,5,5,0,0,1,0.0001
10,0.7,40,1.0,1.0,19,10,10,5,1,0,1,1,0.0134868015857553
10,1.0,10,5.0,20.0,11,2,100,5,1,23,1,1,0.0083529262989521
48,0.9,38,3.1,10.7,50,5,42,4,2,2,0,1,0.0135172058080029
50,0.1,11,5.0,20.0,49,10,15,5,5,0,0,0,0.0001
34,0.6,37,1.6,8.9,27,6,31,1,2,18,0,0,0.0150423467928823
11,1.0,24,5.0,8.5,42,10,100,2,1,23,1,1,0.0083582964771574
50,0.1,11,4.8,19.9,50,10,10,5,5,0,0,0,0.0001
21,0.6,34,3.1,13.9,49,9,99,1,1,10,0,1,0.0172139944938964
10,0.9,32,2.4,16.3,11,6,70,1,5,23,0,1,0.0001
15,0.2,28,2.2,10.1,17,3,38,3,3,15,0,0,0.0001
50,0.6,10,1.0,1.0,10,3,10,5,5,0,1,0,0.0001
10,0.1,50,1.0,1.0,50,10,10,5,5,23,1,1,0.0001
10,0.1,50,1.0,20.0,50,2,100,1,5,0,1,1,0.0001
50,0.5,30,1.0,20.0,30,6,100,3,3,11,0,1,0.017594937800773
11,1.0,10,4.8,19.6,11,2,99,5,1,22,1,1,0.0088220798080994
10,0.5,30,5.0,10.5,30,10,10,5,1,11,0,0,0.0001
50,0.1,49,1.0,1.4,50,10,95,5,5,23,1,1,0.0001
10,0.9,10,3.2,17.6,19,2,100,5,2,23,1,0,0.0155743956004637
29,0.5,30,3.1,11.0,30,6,55,3,3,10,0,0,0.0155418639839101
32,0.7,40,1.5,7.8,19,6,93,1,1,18,0,0,0.0001
34,0.8,28,3.2,16.3,44,4,51,4,1,10,1,1,0.016376175315428
34,0.1,10,1.0,16.3,10,4,10,5,5,0,0,1,0.0001
10,0.1,20,1.0,19.3,23,10,10,5,4,6,1,1,0.0001
17,0.3,31,2.3,17.1,48,6,34,5,2,20,1,0,0.0167740673671329
45,1.0,40,2.0,7.5,32,9,36,2,4,10,1,1,0.0137350229650084
11,0.1,49,1.0,1.2,10,10,96,5,1,23,0,1,0.0001
10,0.5,50,5.0,15.3,10,10,10,5,2,4,0,0,0.0001
17,1.0,21,2.7,20.0,49,2,95,4,3,23,1,1,0.0097534807809144
47,0.1,50,3.1,12.5,50,5,100,5,5,1,0,1,0.0168582610086136
17,0.2,28,2.2,11.1,18,3,44,3,3,15,0,0,0.0088535383702374
10,0.1,10,5.0,20.0,10,10,100,5,5,0,0,1,0.0001
29,0.5,35,2.8,14.6,39,8,82,1,2,4,0,0,0.0001
47,0.3,40,3.1,12.5,48,9,64,3,2,22,0,1,0.0146481758649007
10,0.2,50,2.3,10.8,18,10,40,5,3,23,0,0,0.01460230103698
10,1.0,10,4.8,20.0,11,2,98,5,1,23,1,1,0.008818899683213
47,0.9,40,2.9,13.1,50,5,39,4,2,1,0,1,0.0001
32,0.5,30,3.0,9.9,30,6,57,3,3,11,0,0,0.0167492951066186
17,0.1,19,2.1,19.4,23,3,10,2,4,7,1,1,0.0001
10,1.0,10,4.8,19.9,10,2,98,5,1,22,1,1,0.0088201164545882
50,0.1,49,1.0,19.0,50,2,100,5,5,0,0,1,0.0164371782038778
14,0.2,28,2.4,10.9,17,3,40,3,3,16,0,0,0.0001
50,0.1,50,1.0,1.0,50,2,100,1,5,23,1,0,0.0001
11,0.9,35,2.6,15.2,11,6,79,1,5,23,0,1,0.0001
10,0.9,40,3.1,12.5,50,5,100,5,2,23,1,1,0.0001
29,0.2,38,3.1,9.0,41,6,95,1,5,14,1,0,0.011043359165353
11,0.4,16,1.9,16.5,21,3,48,3,3,17,1,1,0.0137882959860279
11,1.0,10,5.0,19.6,50,2,99,5,5,22,1,1,0.0093244383392158
18,0.2,30,2.3,11.6,19,3,38,3,3,15,0,0,0.0001
10,0.5,20,3.5,18.2,12,10,38,1,3,18,0,1,0.0001
28,0.9,18,3.1,17.5,19,9,53,1,2,20,1,0,0.0169929016243376
10,1.0,50,1.0,1.0,49,10,10,5,1,0,1,1,0.0124001486691193
17,0.6,24,1.3,15.7,47,3,56,5,5,1,1,0,0.0131463806328152
42,0.3,32,2.3,18.4,47,9,66,3,2,23,1,1,0.0131180209584047
48,1.0,42,1.9,6.9,34,9,34,2,4,10,1,1,0.0137033614185041
50,0.1,10,1.0,1.0,10,10,14,5,5,0,0,1,0.0001
10,0.5,50,3.0,10.5,30,6,10,1,1,23,0,1,0.0001
10,0.1,20,2.1,19.3,10,10,100,5,4,6,1,1,0.011109471514981
24,1.0,40,1.9,9.0,13,9,33,2,4,10,1,0,0.0154029764237529
10,0.2,39,1.0,1.0,50,10,10,5,5,13,1,1,0.0001
17,0.6,23,2.7,15.5,49,2,53,5,3,1,1,1,0.0141870557637824
43,0.3,28,2.3,19.9,47,8,63,3,2,23,1,1,0.0001
24,0.5,30,1.9,9.0,13,6,55,3,4,11,1,0,0.0147312145280553
10,0.1,10,4.9,1.2,11,10,10,1,5,22,1,0,0.0001
30,0.7,30,4.8,10.5,19,7,55,3,1,4,1,1,0.0161188340697898
10,0.6,23,5.0,20.0,50,10,100,5,5,1,1,0,0.0115564911957153
50,0.1,10,5.0,19.4,50,10,15,5,5,0,0,0,0.0001
45,0.9,40,3.1,12.8,49,5,41,4,2,1,0,1,0.0131126203770555
15,0.1,40,1.0,18.8,19,10,100,5,1,23,1,1,0.0001
12,1.0,10,5.0,20.0,50,10,100,1,5,22,1,1,0.00889457522046
32,0.5,30,3.1,11.4,30,6,58,3,3,10,0,0,0.0166867076866796
19,0.5,30,3.0,10.5,30,2,55,3,2,15,0,0,0.0001
12,0.1,50,1.0,1.0,10,10,98,5,1,23,0,1,0.0001
50,0.5,20,3.5,18.5,15,10,10,5,3,17,0,0,0.0001
34,0.1,28,1.0,16.3,10,10,51,5,1,0,1,1,0.0001
10,0.9,40,5.0,1.0,50,10,10,4,5,23,1,0,0.0001
50,0.5,30,3.0,10.5,49,6,100,5,5,23,0,1,0.0118091310590272
10,0.5,21,3.4,18.2,14,10,36,1,3,18,0,1,0.0001
27,0.1,18,5.0,17.6,19,10,10,1,1,23,0,1,0.0001
10,1.0,50,1.0,1.0,50,10,10,5,1,0,0,1,0.0001
17,0.4,23,1.3,15.5,46,3,23,5,5,1,1,0,0.016432720307031
10,0.1,50,1.0,20.0,50,10,10,5,5,0,0,0,0.0001
50,0.1,50,5.0,20.0,50,2,100,5,1,0,0,1,0.0001
17,0.2,28,2.2,10.6,20,3,38,3,3,15,0,0,0.0001
17,0.9,45,2.5,15.4,10,6,69,2,2,23,1,1,0.0120710870382471
49,0.1,10,5.0,20.0,48,10,11,5,5,0,0,0,0.0001
50,0.1,50,1.0,20.0,50,2,100,5,5,23,0,0,0.0164272105847729
10,0.5,30,1.0,1.0,49,10,10,5,1,0,1,1,0.0001
17,0.9,21,2.7,16.2,49,2,95,1,5,12,0,1,0.0162853036790566
11,0.5,20,3.5,19.1,18,10,31,1,3,16,0,1,0.0150525884457855
30,0.6,30,3.0,10.5,28,6,55,1,3,18,0,0,0.0001
45,0.6,28,4.5,17.3,38,8,98,3,4,9,0,1,0.01692509792762
10,0.2,35,5.0,20.0,10,10,10,5,1,0,0,0,0.0001
34,0.9,34,2.5,15.4,10,6,51,4,1,23,1,1,0.0001
30,1.0,50,3.0,10.5,50,6,10,3,5,11,1,0,0.0001
45,0.9,41,3.4,13.2,50,5,42,4,2,1,0,1,0.0134007673775929
10,0.5,50,1.0,18.5,15,2,33,1,3,17,0,1,0.0001
17,0.8,21,2.7,16.3,49,4,51,4,1,10,1,1,0.0163566099764521
50,0.5,50,3.0,1.7,49,10,100,3,3,23,1,0,0.0133173074048329
47,0.2,34,4.0,9.7,20,10,67,3,5,13,0,1,0.0172241568011198
45,0.1,10,4.5,17.3,10,2,100,5,4,23,1,0,0.0128406593217177
10,1.0,50,1.9,5.9,34,10,10,5,1,10,0,1,0.0001
30,0.7,40,4.8,18.8,30,7,55,3,1,11,0,0,0.0151547722728656
17,0.1,46,4.1,15.2,18,9,57,2,2,9,1,1,0.0153933346226488
27,0.6,28,4.5,17.3,19,9,98,3,4,20,0,1,0.0169530056722271
10,0.1,46,1.0,1.1,10,10,99,5,1,23,0,1,0.0001
10,0.1,50,5.0,19.2,10,10,10,5,1,1,0,0,0.0001
16,0.6,24,1.2,15.0,44,3,54,5,5,1,1,0,0.0001
16,0.9,31,3.9,17.4,13,6,32,5,1,21,0,0,0.0001
10,0.4,15,1.7,17.6,21,3,49,3,3,18,1,1,0.0137062835774202
10,0.5,50,1.0,1.0,50,6,55,3,1,0,1,0,0.0001
42,0.2,29,1.1,16.4,18,6,44,5,1,11,0,0,0.0165466440679119
50,1.0,10,1.0,20.0,10,10,100,1,5,23,1,1,0.0088387817467424
48,0.6,29,2.9,10.9,50,6,100,5,5,23,0,1,0.0117969477298693
47,0.6,40,3.1,17.3,50,5,41,3,4,1,0,1,0.015142239014918
42,0.1,34,1.1,16.3,21,9,90,4,4,2,1,0,0.0134794116814108
17,0.4,45,1.0,8.5,42,3,23,2,1,18,1,1,0.0001
15,0.1,40,4.8,19.3,23,3,93,2,1,6,1,1,0.0148270945559474
45,0.1,50,5.0,17.3,50,10,98,3,4,23,0,1,0.0001
10,0.9,33,2.4,16.0,11,6,69,1,5,23,0,1,0.0001
10,0.1,10,1.0,20.0,50,2,10,1,5,0,1,0,0.0001
18,0.7,11,4.7,17.3,32,2,41,3,2,16,0,0,0.0152251772743486
15,0.1,40,2.1,18.8,23,3,93,2,1,6,1,1,0.0149125485186933
50,0.4,24,1.0,1.0,10,3,23,5,5,18,1,1,0.0140637497279385
46,1.0,41,1.9,6.6,32,9,35,2,4,10,1,1,0.0136708062135988
43,0.6,27,4.4,17.1,38,8,100,3,4,8,0,1,0.0001
17,0.9,34,1.3,15.5,10,6,69,1,5,1,0,0,0.0001
17,0.6,20,2.1,19.3,28,6,30,1,2,6,1,0,0.0168529977023541
30,0.9,40,3.1,10.5,50,5,41,4,2,11,0,0,0.0130505990802692
24,0.1,40,1.9,9.0,50,9,10,1,5,10,1,0,0.0001
19,0.1,10,4.8,20.0,50,10,10,1,2,23,0,0,0.0001
32,1.0,33,1.5,7.8,50,10,10,1,2,0,1,1,0.0001
19,0.6,22,1.2,15.9,46,3,57,5,5,1,1,0,0.0130625645551945
47,0.1,34,4.0,9.7,50,2,67,3,5,23,0,1,0.0169101155964079
50,0.9,10,2.5,15.4,10,10,69,5,5,23,0,1,0.0001
31,0.5,30,3.1,10.1,31,6,54,3,3,12,0,0,0.0153147875805394
42,0.1,32,5.0,20.0,47,9,10,1,1,23,1,1,0.0001
10,0.5,21,3.7,19.4,14,10,33,1,3,17,0,1,0.0088498227014843
11,1.0,24,4.8,19.6,11,3,99,2,1,18,1,1,0.0088402131320089
10,0.2,50,1.1,1.0,10,10,100,5,1,23,0,1,0.0001
27,0.9,17,3.2,17.6,18,9,51,1,2,21,1,0,0.0167788373472977
17,0.2,20,2.1,19.2,25,3,12,2,4,5,1,1,0.0099531547662688
50,0.1,10,1.1,1.0,50,2,10,1,5,0,1,0,0.0001
17,0.8,45,4.3,16.3,18,4,56,4,1,9,1,1,0.0158446351628419
49,1.0,50,5.0,1.0,50,10,10,1,5,23,1,1,0.0001
24,0.5,46,1.4,9.0,13,9,52,1,5,17,0,0,0.0001
10,0.9,31,2.5,16.1,10,6,65,1,5,22,0,1,0.0001
27,0.1,10,3.2,1.0,19,9,51,5,1,23,1,0,0.0001
15,1.0,50,5.0,1.0,50,10,93,1,1,4,1,1,0.0001
46,0.9,41,3.1,12.1,48,5,45,4,2,0,0,1,0.0139664000314602
44,1.0,39,2.0,5.5,34,9,28,2,4,11,1,1,0.0001
17,0.3,18,2.6,16.3,49,2,95,4,3,11,1,1,0.011002648882669
50,0.2,39,3.0,10.5,38,6,96,5,5,13,0,0,0.0161302164634202
27,0.9,17,2.9,17.5,19,9,54,1,2,19,1,0,0.016456570992239
10,1.0,50,1.0,1.0,50,10,12,5,1,0,1,1,0.0001
17,0.3,45,2.7,15.6,18,9,95,2,2,12,1,1,0.0136115725526893
24,0.5,46,1.4,9.0,30,9,55,5,3,11,1,0,0.0155695895926357
27,0.5,29,2.8,10.8,32,6,56,3,3,12,0,0,0.0123263841218274
49,1.0,50,5.0,1.1,50,10,10,1,5,23,1,1,0.0001
34,0.9,28,3.2,16.3,10,6,51,1,5,10,1,1,0.0108674511040729
34,0.2,33,4.7,12.3,19,9,78,3,4,19,1,0,0.0137368732916856
47,0.5,30,3.1,10.5,50,6,41,4,2,1,0,1,0.0168953996722868
50,1.0,48,5.0,1.0,50,10,11,1,5,23,1,1,0.0001
11,0.4,24,1.0,8.7,42,3,21,2,1,18,1,1,0.0001
47,0.5,20,4.0,18.5,15,10,33,3,3,13,0,1,0.0001
10,0.1,10,1.1,1.7,10,3,100,5,1,23,1,0,0.0001
50,0.7,40,4.8,1.7,49,10,100,1,5,4,1,1,0.0001
11,1.0,11,4.7,19.6,50,10,97,1,5,23,1,1,0.0088781190603859
47,0.1,34,1.0,20.0,50,10,100,1,5,23,1,1,0.0088492111797533
18,0.1,21,2.0,19.7,24,3,11,2,4,6,1,1,0.0105735958138219
42,0.4,33,2.4,18.0,46,9,69,3,2,23,1,1,0.0137850359613119
