entry_atr_period,entry_stop_atr_rate,stop_atr_period,stop_loss_atr_rate,trailing_stop_atr_rate,take_profit_atr_period,take_profit_atr_rate,slow_ma_period,max_day_attempts,astro_signal_trend_period,astro_signal_shift_hour,enable_astro_signal,enable_moon_zodsign_filter,score
30,0.1,30,5.0,10.5,30,10,55,5,3,23,0,1,0.0001
32,0.1,22,3.3,18.9,20,3,35,3,1,13,1,1,0.0175083994263528
48,0.1,10,1.0,19.0,50,10,15,1,5,0,0,1,0.0001
23,0.9,18,4.0,18.9,17,4,39,2,1,9,1,1,0.0178611077289552
22,0.9,22,4.4,6.9,10,7,17,5,2,21,0,1,0.0168864751182672
28,0.5,28,3.1,9.6,30,6,55,3,3,10,0,0,0.0001
46,0.5,30,4.2,11.4,30,10,55,1,3,14,0,0,0.0001
40,0.6,22,1.3,8.3,12,8,87,5,3,20,0,0,0.0001
11,0.4,11,1.0,2.3,26,4,86,5,2,5,0,1,0.0001
30,0.1,30,3.0,10.5,30,6,10,3,3,0,0,0,0.0001
19,0.3,40,3.0,3.4,12,6,78,3,4,4,1,1,0.0001
20,0.9,15,3.9,18.6,17,5,34,2,1,9,1,1,0.0179193227619625
10,0.8,48,4.9,4.1,47,3,87,1,2,8,1,0,0.0148284124450678
27,0.1,23,4.3,20.0,10,8,91,1,5,6,0,0,0.0001
24,0.9,37,4.5,7.4,10,10,58,5,2,12,0,1,0.0001
27,0.9,25,4.1,1.3,41,6,64,1,4,14,1,1,0.0001
20,0.4,21,2.9,2.2,21,5,12,3,5,18,1,1,0.0092783110062963
35,0.3,27,1.9,17.4,25,8,95,4,3,1,0,1,0.0001
25,0.6,37,1.6,13.0,27,10,57,5,1,11,1,1,0.0001
50,1.0,10,1.0,1.7,50,2,12,1,5,23,0,1,0.0001
27,0.5,30,1.7,18.4,31,8,55,3,4,6,0,0,0.0001
23,0.4,14,4.5,11.8,42,9,49,5,1,10,1,0,0.0001
40,0.8,22,1.3,13.9,14,10,82,1,1,18,0,1,0.0001
12,0.4,21,3.1,12.8,27,5,70,1,5,18,0,0,0.0001
33,0.5,29,2.9,9.3,28,6,55,3,3,11,0,0,0.0001
48,0.1,50,5.0,1.3,49,10,10,5,1,0,1,1,0.0001
31,0.5,16,1.2,14.9,30,6,58,1,1,14,1,1,0.0163539812535065
50,0.1,12,1.0,20.0,50,10,10,1,5,1,0,1,0.0001
27,0.1,26,1.0,1.0,31,8,10,5,5,0,0,0,0.0001
10,0.5,10,3.0,10.5,30,10,10,3,1,23,0,0,0.0001
10,1.0,50,5.0,1.5,50,10,10,1,5,23,1,1,0.0001
10,0.6,10,5.0,20.0,10,10,58,5,1,12,1,1,0.0001
46,0.1,27,4.2,11.4,33,5,70,1,5,11,0,0,0.0176283603382192
31,0.5,20,1.8,19.5,25,8,97,1,3,8,1,1,0.0001
10,0.9,10,4.5,20.0,10,10,13,5,5,21,0,1,0.0001
17,0.2,43,4.7,3.6,18,6,22,2,3,3,0,0,0.0001
47,0.8,37,4.4,12.0,33,10,53,1,5,14,0,0,0.0001
37,1.0,26,1.9,18.4,50,7,100,1,1,23,0,1,0.0001
29,0.6,30,3.0,10.5,30,6,54,3,3,12,0,0,0.0001
32,0.5,30,2.9,10.1,32,6,52,3,3,10,0,0,0.0001
32,0.3,12,1.1,14.8,32,4,58,1,3,14,1,1,0.0106442943990909
50,0.6,50,1.8,1.0,50,10,10,5,1,0,1,1,0.0126773856407995
12,1.0,11,1.0,20.0,10,10,99,1,1,22,1,1,0.0001
31,0.1,22,3.3,18.5,20,3,30,3,1,13,1,1,0.0177109866125328
12,0.1,27,4.1,18.4,27,5,70,5,5,0,0,0,0.0173906852028651
30,0.1,10,3.0,10.5,10,6,100,5,3,23,0,1,0.0001
32,0.3,23,1.7,18.4,20,8,36,3,1,13,1,0,0.0001
31,0.1,12,5.0,20.0,31,4,58,5,3,23,1,1,0.0120853334971805
50,0.1,10,4.1,18.4,27,5,70,5,5,11,0,0,0.0173905657743774
30,0.5,26,3.0,11.1,29,6,57,3,3,10,0,0,0.0001
32,0.1,23,1.0,20.0,10,10,36,1,5,13,1,1,0.0001
22,0.9,16,3.9,18.9,17,4,37,5,1,10,1,0,0.0001
10,1.0,50,1.0,1.0,50,10,100,1,1,23,0,0,0.0001
10,0.1,50,5.0,20.0,10,10,100,1,1,23,0,1,0.0001
50,0.1,50,5.0,1.0,50,10,13,5,1,0,1,1,0.0001
11,1.0,11,4.9,20.0,10,2,100,5,5,1,0,1,0.0001
22,0.1,16,3.9,18.9,50,2,37,5,1,10,1,1,0.0171341638717147
20,0.9,25,4.3,7.6,10,7,14,5,2,21,0,1,0.0001
50,0.4,10,2.9,1.0,50,5,10,1,5,18,1,1,0.0001
10,1.0,48,5.0,1.0,50,10,10,1,5,23,1,1,0.0001
32,0.5,31,3.0,10.4,29,6,53,3,3,11,0,0,0.0001
33,0.1,22,3.2,17.1,21,3,39,3,1,14,1,1,0.0166206139056382
50,1.0,10,1.0,1.1,49,2,10,1,5,23,0,1,0.0001
21,0.7,22,4.5,7.4,32,7,19,4,2,21,0,0,0.0173113710170184
28,0.4,24,4.3,19.6,30,8,93,1,4,7,0,0,0.0001
22,1.0,16,1.0,20.0,30,6,37,1,1,11,1,1,0.0135947826253256
49,0.1,50,1.1,20.0,10,10,12,1,5,0,0,0,0.0001
20,0.3,41,3.2,2.0,11,6,82,3,4,2,1,1,0.0001
10,0.5,30,1.0,20.0,10,6,55,5,1,11,0,0,0.0001
23,0.9,16,3.9,19.0,18,4,41,2,1,10,1,1,0.0138422400871464
26,0.3,27,1.7,17.9,31,8,96,1,4,7,0,0,0.0001
20,0.4,20,2.9,1.3,23,5,16,3,5,19,1,1,0.0001
48,0.7,34,1.3,8.3,12,4,87,5,3,20,0,0,0.0001
30,1.0,30,5.0,1.0,50,2,100,1,3,23,0,1,0.0001
31,0.1,10,1.2,20.0,50,2,100,5,1,14,1,1,0.0145282144140855
50,0.1,50,1.0,19.6,10,10,10,1,5,0,0,0,0.0001
31,0.5,28,3.0,10.7,30,6,56,3,3,10,0,0,0.0001
24,0.1,37,1.8,13.9,50,10,10,5,1,0,1,1,0.0001
48,0.8,15,1.5,8.3,14,4,82,1,3,20,0,1,0.0001
34,0.3,25,2.0,18.6,26,7,94,4,3,2,0,1,0.0181887551339151
31,1.0,16,1.2,1.0,50,6,10,1,5,23,1,1,0.0001
20,0.3,21,2.9,2.2,21,6,12,3,5,18,1,1,0.009270592040724
24,0.7,37,1.8,13.9,26,10,58,5,3,18,1,1,0.0001
12,0.1,27,4.2,17.3,27,5,68,5,2,11,1,0,0.014247652046542
29,0.5,18,1.5,19.6,24,8,100,1,3,8,1,1,0.0001
31,0.5,18,1.1,14.4,28,6,60,1,1,14,1,1,0.0171453963042254
50,0.5,30,3.0,10.5,30,6,10,3,1,11,1,1,0.0001
20,0.5,21,3.0,10.5,30,5,12,3,5,11,0,1,0.0001
27,1.0,23,5.0,20.0,10,2,100,1,4,0,0,1,0.0001
31,0.9,16,1.2,14.9,30,6,37,2,1,14,1,1,0.0143917006771867
10,0.1,50,5.0,1.0,10,10,10,5,5,0,1,1,0.0001
12,0.5,27,3.0,18.4,27,6,55,3,3,11,0,0,0.0001
31,0.5,32,3.2,10.8,31,6,54,3,3,10,0,0,0.0001
50,1.0,10,4.9,20.0,50,3,10,1,5,0,0,1,0.0001
49,0.1,50,1.1,20.0,12,10,10,1,5,0,0,0,0.0001
50,0.1,49,4.9,1.0,49,10,10,5,1,0,1,1,0.0001
50,1.0,10,5.0,20.0,10,2,100,1,5,0,0,1,0.0001
20,0.4,19,2.7,2.6,20,5,15,3,5,19,1,1,0.0001
21,0.4,16,4.7,11.9,41,9,49,5,1,10,1,0,0.0001
48,0.8,15,1.5,8.3,14,4,87,1,3,20,0,1,0.0001
50,0.1,50,1.0,19.1,11,10,10,1,5,1,0,0,0.0001
30,0.1,50,1.0,1.0,10,10,10,3,3,0,0,0,0.0001
20,0.9,41,2.9,2.2,11,6,83,1,4,14,0,0,0.0001
10,0.5,10,3.0,1.0,10,10,55,3,3,11,0,0,0.0001
11,1.0,48,4.9,1.0,49,2,100,1,1,23,0,1,0.0001
46,1.0,38,1.0,20.0,50,10,57,1,1,23,0,0,0.0001
48,0.1,10,5.0,19.3,49,2,100,5,1,23,1,0,0.0167883082039003
39,0.7,24,1.5,18.0,33,8,22,4,3,17,0,0,0.0001
50,1.0,50,1.0,1.0,50,10,10,1,5,23,1,1,0.0001
21,1.0,19,4.6,7.2,11,7,14,5,2,20,0,1,0.0001
30,0.1,25,3.2,18.7,21,3,37,3,1,13,1,1,0.0168549985388083
31,0.4,15,1.2,11.7,30,6,47,1,1,10,1,1,0.0158980178614464
12,0.1,10,5.0,20.0,10,10,100,5,5,23,0,1,0.0001
50,0.1,10,1.0,20.0,49,10,11,1,5,0,0,1,0.0001
12,1.0,10,1.0,19.3,11,10,100,1,1,23,1,1,0.0001
30,0.1,30,3.0,1.0,30,6,10,5,3,0,0,1,0.0001
40,0.8,15,1.5,13.9,14,8,19,4,3,20,0,0,0.0001
21,1.0,21,1.0,20.0,21,10,12,1,1,18,0,0,0.0001
22,0.1,13,3.9,18.5,49,2,31,5,1,23,1,0,0.0170785001143095
39,0.7,22,1.2,18.1,33,8,19,4,3,18,0,0,0.0001
27,0.5,19,1.7,18.9,31,8,100,1,3,6,0,1,0.0162367027662457
12,1.0,10,1.1,20.0,10,10,100,1,1,23,1,1,0.0001
10,0.1,10,5.0,1.0,10,10,10,5,1,23,1,1,0.0001
21,0.4,19,2.7,1.4,21,5,13,3,5,18,1,1,0.0088633064682998
30,0.3,30,1.7,18.4,31,8,97,3,4,11,0,0,0.0001
24,0.9,22,1.8,13.9,26,7,13,5,2,12,0,1,0.0165343176675204
10,0.4,50,1.0,12.8,50,10,100,1,1,18,0,0,0.0001
32,0.4,14,1.1,12.1,27,6,46,1,1,10,1,1,0.0001
36,0.3,27,1.8,18.9,26,7,97,4,3,2,0,1,0.0001
24,0.9,22,1.8,13.9,26,10,13,5,2,21,0,1,0.016529866266192
12,1.0,50,5.0,2.0,49,2,97,1,1,22,0,1,0.0001
12,0.1,26,4.1,18.2,26,5,72,5,2,10,1,0,0.0165720256165794
32,0.4,14,1.4,11.5,30,6,48,1,1,10,1,1,0.0164327386131262
47,0.6,35,3.5,8.4,13,4,88,5,3,20,1,1,0.010453564040621
29,0.5,30,2.9,10.9,30,6,52,3,3,12,0,0,0.0001
22,0.4,23,3.1,13.1,22,5,12,1,5,19,0,0,0.0001
10,1.0,50,4.9,1.4,50,10,11,1,5,22,1,1,0.0001
50,0.6,37,5.0,1.0,26,10,10,5,1,0,1,1,0.0126288820077791
26,0.4,25,4.2,18.0,31,8,91,1,4,7,0,0,0.0001
10,0.1,50,1.0,20.0,50,10,10,1,1,0,0,0,0.0001
10,0.1,10,5.0,20.0,10,10,10,5,1,23,1,1,0.0001
32,0.3,14,1.4,14.9,31,4,59,1,3,15,1,1,0.0109702118387056
21,1.0,10,3.1,12.8,21,5,10,1,5,23,0,1,0.0001
34,0.1,23,3.4,17.9,19,3,36,3,1,14,1,1,0.0166185820490685
10,0.1,10,5.0,1.0,50,10,100,5,1,0,1,1,0.0140632349678631
50,0.1,50,1.0,20.0,10,10,10,5,5,0,0,1,0.0001
10,0.4,21,1.0,20.0,21,10,12,3,5,18,1,1,0.0001
29,0.3,15,1.4,14.6,31,4,60,1,3,14,1,1,0.0106695409746314
10,0.1,10,5.0,20.0,10,10,10,1,1,23,1,1,0.0001
27,1.0,23,5.0,18.4,31,8,91,1,4,6,0,1,0.0001
21,1.0,50,1.0,12.8,50,5,100,1,5,18,0,0,0.0001
10,0.9,50,3.9,18.9,17,10,37,1,5,10,1,1,0.0001
11,0.1,50,1.0,19.8,10,2,100,5,1,23,0,0,0.0001
37,0.4,26,4.3,18.4,31,7,95,1,4,6,0,1,0.0001
50,0.1,50,1.1,20.0,11,10,15,1,5,0,0,0,0.0001
20,0.4,21,2.9,2.2,11,5,83,1,4,18,0,1,0.0001
12,1.0,49,5.0,1.0,50,10,10,1,5,23,1,1,0.0001
40,0.6,37,1.3,13.9,26,10,19,4,1,12,1,0,0.0001
10,1.0,11,5.0,20.0,11,2,100,5,5,1,0,1,0.0001
21,0.9,22,4.4,6.7,10,7,10,5,2,20,0,1,0.0001
50,0.3,41,1.0,2.2,50,6,10,1,5,23,1,1,0.0001
31,0.9,12,3.9,18.9,31,4,37,2,3,14,1,1,0.0120157162418453
27,0.3,26,1.7,18.4,31,8,91,1,4,6,0,0,0.0001
48,0.5,30,3.6,8.3,30,4,87,3,3,11,0,1,0.0001
21,0.1,10,1.0,20.0,50,10,12,1,5,18,0,0,0.0001
11,1.0,48,5.0,1.7,50,10,10,1,5,23,1,1,0.0001
27,0.1,26,1.0,20.0,31,8,10,1,5,6,0,0,0.0001
50,0.1,11,1.0,19.5,49,10,13,1,5,1,0,1,0.0001
30,0.1,30,3.0,20.0,10,6,100,3,3,23,0,0,0.0001
10,1.0,50,4.8,1.0,49,2,100,1,1,23,0,1,0.0001
31,0.9,16,3.9,14.9,17,4,58,1,3,14,1,1,0.0103153494626856
50,0.9,22,5.0,7.4,10,7,13,5,1,21,1,1,0.0001
46,0.1,38,4.2,1.0,33,10,57,1,5,14,1,0,0.0001
10,0.1,10,5.0,20.0,10,10,10,1,1,23,0,1,0.0001
10,0.5,50,1.7,18.9,50,8,100,1,3,23,0,1,0.0162937147574594
22,0.5,17,3.0,10.4,30,6,37,2,1,12,1,1,0.0144778376846891
23,0.6,37,1.7,13.6,25,10,55,5,1,14,1,1,0.0001
20,0.4,22,2.7,2.5,21,5,11,3,5,18,1,1,0.0001
11,0.1,10,4.8,19.5,10,10,100,5,5,23,0,1,0.0001
29,0.1,24,3.3,18.2,21,3,33,3,1,13,1,1,0.016533168289812
48,0.6,37,1.8,8.3,12,10,58,5,1,20,1,1,0.0001
49,0.1,10,5.0,20.0,50,2,100,5,1,22,1,0,0.0164572456676602
23,0.4,23,2.9,1.4,22,5,17,3,5,18,1,1,0.0001
20,0.9,23,4.6,7.6,12,7,10,5,2,22,0,1,0.0001
49,0.1,48,1.0,1.1,12,10,10,5,5,1,1,1,0.0001
46,0.9,36,4.2,11.2,35,10,58,1,5,14,0,0,0.0001
31,0.5,19,1.3,14.9,31,6,53,1,1,15,1,1,0.0151094451850908
40,0.9,22,1.3,7.4,10,8,19,4,2,18,0,1,0.0001
46,0.1,38,1.0,1.0,10,10,57,1,5,14,0,0,0.0001
31,0.1,24,3.1,18.5,19,3,34,3,1,12,1,1,0.0167212120002678
10,0.1,11,5.0,19.2,10,10,96,5,5,23,0,1,0.0001
30,0.5,17,1.1,14.6,32,6,60,1,1,15,1,1,0.0166303877977736
11,1.0,10,5.0,20.0,10,2,100,5,5,0,0,1,0.0001
14,0.1,26,4.1,18.0,27,4,71,5,2,11,1,0,0.0165212344706378
24,0.8,15,1.5,13.9,26,10,58,1,1,20,1,1,0.0001
26,0.4,23,4.2,18.3,31,8,92,1,4,6,0,0,0.0001
10,0.3,12,1.2,14.9,50,4,10,1,5,23,1,1,0.0001
50,1.0,50,1.0,1.0,10,10,100,1,5,23,0,1,0.0001
40,0.6,34,1.3,18.4,12,4,19,5,3,18,1,1,0.0135528967266827
30,1.0,30,3.0,1.0,30,2,55,1,1,11,0,0,0.0001
21,1.0,15,5.0,10.6,50,2,10,2,1,11,1,1,0.0001
12,1.0,50,1.2,20.0,49,10,97,1,1,22,0,0,0.0001
32,0.8,15,1.6,14.9,14,10,83,1,1,19,0,1,0.0001
37,0.1,50,1.0,20.0,26,7,95,1,3,0,0,1,0.0001
21,1.0,21,3.1,1.0,50,2,12,1,5,18,0,1,0.0001
31,0.6,19,1.1,14.7,28,6,63,1,1,13,1,1,0.0165453360530838
41,0.6,33,1.3,18.9,11,4,17,5,3,19,1,1,0.0131220237248886
21,0.4,21,3.1,13.7,20,5,10,1,5,18,0,0,0.0001
50,1.0,10,5.0,19.7,50,2,10,1,5,0,0,1,0.0001
30,0.5,18,1.7,19.1,24,8,100,1,3,8,1,1,0.0001
24,0.5,30,1.8,10.5,26,10,58,5,3,11,0,1,0.0001
10,0.4,23,5.0,18.4,31,2,100,1,4,23,0,0,0.0001
20,0.4,21,2.7,1.3,21,5,10,3,5,20,1,1,0.0087993823504222
10,0.1,10,1.0,20.0,10,2,100,5,5,23,0,0,0.0001
