entry_atr_period,entry_stop_atr_rate,stop_atr_period,stop_loss_atr_rate,trailing_stop_atr_rate,take_profit_atr_period,take_profit_atr_rate,slow_ma_period,max_day_attempts,astro_signal_trend_period,astro_signal_shift_hour,enable_astro_signal,enable_moon_zodsign_filter,score
28,0.5,30,2.9,10.3,29,6,60,3,3,11,0,0,0.0001
49,0.1,10,4.9,1.0,10,2,98,1,5,0,0,0,0.0001
11,0.1,50,1.0,20.0,10,10,95,1,1,0,0,0,
10,0.1,10,1.2,1.0,50,2,100,1,1,1,0,0,0.0001
50,1.0,10,3.1,5.0,31,10,26,5,5,0,1,1,0.0001
48,0.1,12,1.0,1.3,10,2,13,5,5,0,0,0,0.0001
39,0.2,35,1.0,7.9,39,4,51,1,3,12,0,1,0.0170885607350266
47,0.1,50,1.0,1.0,26,2,13,5,5,23,1,1,0.0151741717744774
48,0.3,35,4.0,6.5,46,9,28,4,3,17,0,0,0.0001
28,0.4,38,1.1,5.6,30,6,53,3,2,1,1,1,0.0170247033995129
35,0.5,37,1.7,5.0,26,3,21,2,1,13,1,1,0.0001
23,0.1,50,1.0,6.2,10,7,100,1,1,22,1,0,
50,0.1,49,4.9,1.0,50,10,100,1,1,0,0,1,
30,1.0,50,1.0,10.5,30,10,10,1,5,23,0,1,
10,0.1,10,1.0,1.0,49,2,100,1,1,0,0,0,0.0001
48,0.1,35,4.0,6.5,10,10,28,1,3,17,0,0,
29,0.2,37,4.9,17.3,10,6,49,5,2,2,0,1,
10,0.1,13,1.0,1.4,50,2,100,1,1,0,0,0,0.0001
47,0.8,35,4.2,7.1,45,9,28,1,3,17,0,0,
10,0.4,50,1.1,5.6,50,2,100,3,5,23,0,0,0.0161754194685641
15,0.1,10,5.0,5.6,30,10,46,3,4,0,0,1,
29,0.8,21,4.3,14.0,35,6,71,4,5,19,0,0,0.0164265967527933
50,0.9,10,5.0,1.0,39,10,10,5,3,0,0,1,
23,1.0,43,3.6,6.2,10,7,98,1,1,22,1,0,0.0153032037786837
50,0.1,10,5.0,1.0,50,10,100,1,5,0,0,1,
15,0.2,21,1.7,5.0,26,3,38,4,5,13,1,0,0.0155834652907839
28,0.2,38,4.6,16.3,12,6,52,5,2,1,0,1,
23,0.3,42,3.5,5.8,50,7,81,4,1,21,1,0,0.0169049167530454
16,0.1,33,1.0,1.0,50,3,14,5,2,15,0,0,0.0001
24,0.2,36,3.9,8.4,27,4,32,1,2,13,0,1,0.0171549830694263
10,0.1,50,5.0,1.0,50,10,100,1,1,0,0,1,
22,0.3,41,3.4,6.2,50,7,80,4,1,23,1,0,0.0165865709798474
34,0.2,21,4.3,18.0,37,3,84,3,3,6,0,0,0.0001
15,0.8,22,2.5,13.6,26,5,38,2,5,13,0,0,0.0001
13,0.4,41,1.1,6.2,30,8,44,3,4,5,1,1,0.0130838877299283
34,0.1,41,1.3,14.0,36,8,92,2,1,4,1,0,0.0193593998049855
12,0.1,49,1.1,19.4,10,10,99,1,1,1,0,0,
50,0.1,48,1.1,1.3,50,2,100,5,5,23,0,1,0.0001
50,0.5,30,3.0,10.5,50,10,55,5,5,11,0,1,0.0001
48,0.3,35,4.0,6.5,46,7,28,4,3,17,0,0,0.0001
10,0.8,22,4.5,20.0,36,2,100,4,1,18,0,0,0.0148580459348892
30,0.5,31,3.1,10.3,31,6,60,3,3,12,0,0,0.0001
29,0.1,36,4.4,10.6,29,6,87,2,4,13,0,0,0.0001
30,0.1,50,5.0,20.0,30,6,55,1,1,0,0,0,0.0001
10,0.2,50,5.0,17.3,50,2,100,1,5,23,0,0,0.0169290707256807
26,0.2,37,4.5,10.7,27,6,89,2,4,14,0,0,0.0001
45,0.3,21,2.5,6.4,26,3,14,5,5,14,1,1,0.0125272392822133
49,0.8,35,4.9,6.5,10,10,28,1,3,0,1,0,
48,0.8,39,1.5,8.8,42,4,19,1,5,14,1,0,0.0001
10,0.5,10,1.0,12.3,50,2,100,2,1,0,0,0,0.0147310328821541
48,0.1,35,4.5,6.5,46,9,87,2,3,17,0,0,0.0159381991292994
28,0.2,39,4.6,17.8,10,6,54,5,2,1,0,1,
10,0.8,50,5.0,20.0,10,2,100,4,1,18,0,0,0.0001
32,0.5,31,3.0,10.9,28,6,50,3,3,10,0,0,0.0165216332351665
23,0.3,42,3.5,6.3,50,7,83,4,1,23,1,0,0.0168447841601875
17,0.1,33,2.9,8.8,16,3,10,5,2,15,0,1,0.0001
50,1.0,50,5.0,19.9,49,10,98,5,5,0,0,1,
50,0.1,10,5.0,1.0,50,10,10,5,5,1,0,1,
10,0.1,10,1.1,1.0,50,2,97,1,1,0,0,0,0.0001
49,0.3,50,4.9,1.0,10,7,41,1,5,10,1,0,0.0001
22,1.0,50,5.0,7.9,50,4,31,5,2,12,0,1,0.0001
15,0.8,22,4.5,13.6,26,6,38,4,5,18,1,0,0.0146305694628902
13,0.3,20,1.9,16.6,32,7,40,4,3,10,1,0,0.0171854507627767
15,0.2,41,4.0,5.6,30,8,46,3,2,5,1,1,
10,1.0,50,1.0,18.9,50,9,10,1,5,22,0,1,
36,0.2,39,1.7,4.6,21,3,19,4,1,5,1,1,0.0163982195410682
22,0.9,44,4.0,7.9,39,8,31,1,3,12,0,1,0.0166935594122172
36,0.1,41,1.3,13.8,34,8,95,2,1,7,1,0,0.0181350266429219
47,0.2,37,1.7,4.9,23,3,13,4,5,14,1,1,0.0148096071694058
44,1.0,20,3.0,5.5,29,10,30,1,5,9,1,1,0.0103008449508128
33,0.5,29,3.0,9.0,31,6,54,3,3,10,0,0,0.0166320583605377
49,0.1,50,1.0,1.0,10,10,98,1,1,0,0,0,
16,0.2,37,2.9,8.8,23,3,21,4,2,5,1,1,0.0167469539041956
50,0.1,50,5.0,20.0,50,2,100,1,1,0,0,1,0.0168321141880953
50,0.1,10,1.3,1.0,12,2,10,5,5,0,0,0,0.0001
28,0.2,40,4.4,16.7,10,6,54,5,2,1,0,1,
26,0.8,22,4.6,13.8,35,6,74,4,5,17,0,0,0.0165036380844091
48,0.1,50,5.0,1.0,48,10,100,1,1,1,0,1,
47,0.1,12,1.1,1.0,11,2,11,5,5,0,0,0,0.0001
11,0.1,11,5.0,1.0,49,10,100,5,1,0,1,0,
37,1.0,41,1.3,20.0,50,10,95,1,1,6,0,1,
11,1.0,50,1.0,19.6,50,10,10,1,5,21,0,1,
32,0.5,28,3.2,12.0,28,6,54,3,3,10,0,0,0.0171115455833639
48,0.8,34,4.0,7.1,46,9,25,1,3,17,0,0,
10,0.5,10,2.5,1.0,26,2,38,1,5,0,1,0,0.0135243029707528
39,0.2,35,4.0,7.9,39,4,31,1,3,4,0,1,0.0167429110488987
48,0.1,50,5.0,1.5,48,10,96,1,1,0,0,1,
50,0.8,50,4.5,1.0,36,2,100,4,5,18,0,1,0.0160498911045405
50,0.2,50,4.9,1.0,50,10,94,1,1,0,0,1,
50,0.1,11,5.0,1.0,50,10,12,5,5,0,0,1,
13,0.3,17,1.9,16.9,33,7,45,4,3,11,1,0,0.0174189827311297
50,0.1,50,5.0,20.0,50,10,10,5,5,0,0,1,
50,0.1,10,5.0,1.4,50,10,10,5,5,0,0,1,
10,0.1,50,5.0,19.6,10,2,99,1,1,1,0,0,0.0165378455467619
50,0.1,10,1.0,20.0,10,2,100,5,5,0,0,0,0.0001
50,0.9,50,1.0,1.0,50,8,51,2,3,0,0,1,0.0165713615763212
50,0.2,10,5.0,1.4,50,10,10,5,5,0,0,1,
15,0.1,21,2.5,12.3,50,2,100,2,5,23,1,0,0.0112257495330167
22,1.0,50,5.0,20.0,27,4,100,1,5,12,0,1,0.0001
37,0.3,41,1.3,14.1,50,7,95,4,1,6,1,0,0.0176093259980424
50,0.1,50,5.0,1.0,50,10,100,5,5,0,0,1,
35,0.5,37,1.7,5.0,30,3,55,4,1,11,0,1,0.0001
50,0.2,35,5.0,7.9,27,10,100,1,2,0,0,1,
23,1.0,50,4.9,1.0,50,7,79,4,1,0,1,0,0.0001
35,0.5,37,2.5,5.0,26,3,21,2,5,5,1,0,0.0001
17,0.9,37,3.8,1.2,32,7,19,3,5,21,1,1,0.0113923960563467
23,0.1,43,3.6,20.0,10,7,100,1,1,0,1,0,
10,0.5,30,3.0,10.5,10,2,100,1,1,11,0,0,0.0143002847581613
10,0.1,50,1.0,20.0,10,10,100,1,1,23,0,0,
50,0.1,50,5.0,1.0,50,10,10,5,1,0,0,1,
10,0.1,49,1.0,19.1,10,10,94,1,1,1,0,0,
32,0.5,30,4.6,10.9,15,7,10,3,4,20,0,0,0.0001
37,0.2,39,1.8,5.6,22,2,14,4,1,6,1,1,0.016496666363263
39,0.1,44,5.0,1.0,50,10,51,2,3,4,0,1,
48,0.3,35,1.9,6.5,32,7,41,1,3,10,1,0,0.0167553099281643
15,0.3,20,2.5,12.3,26,5,13,5,5,13,1,1,0.0140417875930263
46,1.0,21,3.2,5.7,31,10,20,1,5,10,1,1,0.010853213436451
28,0.1,35,4.4,10.3,27,6,90,2,4,14,0,0,0.0171208019822504
13,0.1,18,1.9,20.0,10,10,41,4,1,0,0,0,
37,0.2,37,1.7,5.5,25,3,26,4,1,5,1,1,0.0164404167391059
28,0.4,38,4.6,5.6,11,6,46,5,2,1,1,1,
48,0.4,35,2.3,4.9,24,10,65,3,1,19,0,0,
10,0.8,35,4.0,20.0,46,9,28,1,5,17,0,0,
47,0.1,33,2.9,4.9,15,3,14,5,2,15,1,1,0.0001
15,0.4,44,1.2,5.7,32,8,43,3,4,5,1,1,0.0130803057453757
29,0.1,35,4.5,10.0,30,6,90,2,4,13,0,0,0.0170927291751433
50,0.1,50,1.1,1.3,50,2,97,5,5,23,0,1,0.0001
10,1.0,50,5.0,20.0,50,2,100,1,5,23,0,0,0.0142411919872628
50,0.2,50,1.0,1.0,50,8,31,1,2,0,0,1,0.0001
15,0.1,31,2.9,8.1,14,3,12,5,2,15,0,1,0.0001
22,0.3,45,3.9,6.5,50,7,81,4,1,22,1,0,0.0164000123708959
30,0.1,30,2.9,10.5,30,3,14,3,3,11,0,1,0.0001
21,0.2,34,4.0,7.7,26,4,31,1,2,13,0,1,0.0166587375968548
32,0.5,29,2.9,9.6,29,6,52,3,3,11,0,0,0.0165844192705271
10,0.1,10,5.0,1.5,49,10,100,5,1,0,1,0,
28,0.1,50,4.6,17.3,50,2,53,5,5,1,0,0,0.016597125181096
47,0.8,32,3.9,5.9,45,9,28,1,3,17,0,0,
10,0.1,49,1.0,19.8,10,10,99,1,1,1,0,0,
10,0.1,10,4.9,1.0,50,10,100,5,1,1,1,0,
28,0.4,41,4.6,5.6,30,8,53,3,2,1,0,1,
10,0.8,10,1.0,1.0,50,2,75,1,1,0,0,0,0.0001
50,0.9,48,1.0,1.0,50,8,49,2,3,0,0,1,0.0001
37,0.3,18,1.9,14.1,35,7,41,4,3,6,1,0,0.0167694233983836
10,1.0,50,1.1,19.1,50,10,10,1,5,23,0,1,
44,0.3,21,2.8,3.7,27,3,11,5,5,13,1,1,0.0001
50,0.9,50,5.0,1.0,50,8,51,2,1,0,0,1,0.0164886303029374
49,0.3,50,3.6,6.2,50,7,98,1,5,0,1,0,0.0111784543827935
15,0.1,33,2.8,9.0,16,3,12,5,2,14,0,1,0.0001
22,0.1,35,5.0,7.9,27,4,31,1,2,12,0,1,0.0164714620349494
22,0.9,35,1.0,16.1,27,4,31,1,3,4,0,1,0.0162158834043942
10,0.5,30,1.0,10.5,30,2,100,1,1,0,0,0,0.0144710895451342
25,0.3,45,3.7,6.9,50,7,78,4,1,22,1,0,0.0165413419070297
10,0.1,50,1.3,20.0,35,10,95,2,5,6,0,0,
20,0.2,36,3.9,8.5,25,4,29,1,2,12,0,1,0.0164460633497403
36,0.1,35,1.8,5.3,21,3,23,4,1,5,1,1,0.0164677573086088
22,0.3,44,3.6,5.3,50,7,77,4,1,23,1,0,0.0166023671976323
50,0.1,50,1.0,20.0,50,8,51,2,5,23,0,1,0.016693459102368
10,0.1,10,1.0,1.0,50,3,14,1,2,15,0,1,0.0001
50,0.1,12,1.0,1.3,10,2,11,5,5,0,0,0,0.0001
28,0.2,39,4.6,16.8,11,6,54,5,2,2,0,1,
31,1.0,29,3.0,10.8,29,10,100,3,5,10,0,0,
10,0.2,37,1.7,1.0,50,2,100,1,1,0,1,1,0.0001
26,0.1,36,4.4,10.2,31,6,87,2,4,14,0,0,0.0001
31,0.1,10,3.0,1.0,50,10,10,5,5,0,0,0,
30,0.1,30,1.0,1.0,10,2,10,5,5,0,0,0,0.0001
47,0.5,21,2.6,4.9,26,5,13,2,5,13,1,0,0.0001
50,0.9,50,1.0,1.0,50,8,57,2,3,1,0,1,0.0154263578571774
48,0.1,13,4.9,1.0,50,10,11,5,5,0,0,1,
10,0.1,11,1.0,1.6,50,2,99,1,1,0,0,0,0.0001
48,1.0,50,5.0,1.0,11,10,100,1,5,0,1,0,0.010609655223899
17,0.4,41,1.3,5.6,30,8,49,3,4,4,1,1,0.012402364374641
10,1.0,50,1.0,19.1,49,10,10,1,5,22,0,1,
50,0.5,30,1.0,10.5,30,6,100,3,3,23,0,1,0.0001
48,0.1,35,1.0,6.5,10,10,100,1,1,0,0,0,
31,0.9,29,1.0,10.8,50,6,54,2,3,10,0,1,0.0001
10,0.1,50,1.0,14.1,10,10,100,2,1,6,0,0,
48,0.1,49,4.9,1.0,49,10,99,1,1,1,0,1,
36,0.2,36,1.5,4.9,25,3,21,4,1,5,1,1,0.0164649103194016
13,0.1,41,1.3,14.1,32,7,41,2,3,10,1,0,0.0168777479268667
22,0.2,35,4.1,9.0,27,4,35,1,2,10,0,1,0.016755999970772
49,0.1,50,5.0,1.2,50,10,100,1,1,1,0,1,
10,0.1,10,1.0,1.0,50,2,100,5,1,0,1,0,0.0001
37,0.5,30,3.0,10.5,30,6,41,3,3,6,0,0,0.0001
37,0.9,44,1.1,16.3,39,8,49,2,3,4,0,1,
50,0.1,50,1.0,1.0,50,10,51,2,5,23,0,1,
10,0.1,10,4.9,1.0,49,10,100,5,1,0,1,0,
23,0.3,42,3.5,6.1,50,7,81,4,1,22,1,0,0.0165574008432908
50,0.2,10,5.0,7.9,50,4,10,1,2,12,0,1,0.0001
36,0.2,38,1.8,4.0,25,3,20,4,1,5,1,1,0.0164035060018837
22,0.1,35,1.0,20.0,27,8,51,2,5,23,0,1,
13,0.1,18,1.9,14.1,32,7,95,2,1,6,1,0,0.0170650645482307
15,0.1,33,2.9,8.5,16,3,10,5,2,14,0,1,0.0001
28,0.1,50,4.6,1.0,11,6,100,1,1,1,0,1,
23,0.1,43,3.6,6.2,50,7,10,5,5,0,0,0,0.0001
12,0.1,10,1.0,1.0,49,2,100,1,1,0,0,0,0.0001
30,0.2,38,4.6,18.2,10,6,51,5,2,2,0,1,0.0167550863088921
15,0.1,32,3.1,8.2,13,3,13,5,2,14,0,1,0.0001
23,0.3,41,3.4,6.8,50,7,79,4,1,22,1,0,0.0164706070821026
10,0.5,29,5.0,20.0,50,6,54,3,3,10,0,0,0.0161709856356099
10,0.5,21,2.5,12.3,26,5,38,2,1,0,1,0,0.0172165809231294
37,0.8,18,4.0,14.1,35,7,28,1,3,6,1,0,0.0152418067935284
44,0.4,21,1.6,2.5,36,6,82,1,5,3,0,0,0.0001
30,0.1,30,3.0,20.0,30,6,55,1,3,11,0,0,0.0001
37,0.5,30,3.0,10.5,30,8,55,3,1,11,0,0,0.0163937119609275
29,0.6,31,3.1,10.6,29,6,57,3,3,10,0,0,0.01560262473386
16,0.8,33,4.5,13.6,36,6,75,5,2,18,0,1,0.0001
49,0.9,50,1.0,1.4,50,8,47,2,3,0,0,1,0.0001
13,0.5,30,3.0,16.3,30,7,41,3,3,11,1,0,0.0171210774755743
49,1.0,49,5.0,20.0,49,10,97,5,5,0,0,1,
16,0.1,10,2.9,1.0,15,3,100,5,1,15,0,0,0.0001
30,0.5,30,2.8,10.4,30,6,53,3,3,12,0,0,0.0165639414319064
32,0.5,28,3.2,10.8,29,6,50,3,3,11,0,0,0.016548936208907
10,0.1,10,5.0,1.0,10,2,100,1,1,0,0,0,0.0165104449208529
50,1.0,50,5.0,20.0,50,10,100,5,1,0,0,1,
36,0.3,18,1.9,14.5,33,7,41,4,3,6,1,0,0.0166560923870416
10,0.2,50,1.7,20.0,23,2,100,4,1,0,0,0,0.0164860693276092
27,0.2,39,4.4,17.1,10,6,51,5,2,1,0,1,0.0167255214520154
50,1.0,50,4.9,20.0,50,10,99,5,5,0,0,1,
48,0.1,50,1.1,1.3,50,2,100,5,5,23,0,1,0.0001
14,0.2,19,1.7,15.6,32,7,40,4,3,8,1,0,0.0166109884661952
31,1.0,50,3.0,10.8,29,10,100,5,3,10,0,1,
50,0.1,10,5.0,1.7,50,10,15,5,5,0,0,1,
38,1.0,24,2.1,18.1,31,4,61,2,1,8,1,0,0.016480276067009
39,1.0,44,1.0,15.5,38,8,50,2,3,4,0,1,0.0001
22,0.3,43,3.7,7.0,50,7,81,4,1,22,1,0,0.0164982166393535
31,0.4,30,3.2,10.3,31,6,56,3,3,11,0,0,0.0163534991512167
48,0.8,34,4.1,7.7,45,9,28,1,3,16,0,0,
10,0.1,50,5.0,19.3,50,2,100,1,5,23,0,0,0.0166000788862988
49,0.1,50,4.9,1.0,10,10,100,1,1,0,0,0,
11,0.1,10,5.0,1.0,50,10,100,5,1,0,1,0,
50,0.9,48,1.0,1.0,50,8,55,2,3,0,0,1,0.0153638285920908
50,0.8,36,4.0,6.9,46,9,27,1,3,18,0,0,0.0001
35,0.1,10,5.0,1.0,23,3,21,5,1,0,1,1,0.0165819386860268
30,0.5,28,2.9,10.9,29,6,58,3,3,9,0,0,0.0001
10,0.3,50,1.0,20.0,50,7,79,1,1,23,1,0,0.0167159315914318
28,0.2,38,4.7,16.9,11,6,53,5,2,2,0,1,
15,0.3,21,2.5,4.9,26,3,13,2,5,14,1,1,0.0132032811399258
50,0.9,50,1.2,1.0,49,8,50,2,3,1,0,1,0.0001
13,0.1,18,1.9,16.3,32,7,41,5,5,0,1,0,0.0152581716066337
38,0.5,30,3.0,18.1,31,4,61,3,1,11,1,0,0.0168060019453218
23,0.1,36,3.9,7.2,27,4,33,1,2,12,0,1,0.0166535358966079
23,0.4,43,3.4,6.1,50,7,79,4,1,22,1,0,0.016529862387755
35,0.2,36,1.7,5.5,22,3,22,4,1,6,1,1,0.0164783729632849
10,0.1,50,5.0,20.0,50,2,93,1,5,23,0,0,0.0001
10,1.0,50,1.0,20.0,50,10,10,1,5,23,0,0,
10,0.1,12,5.0,1.0,49,10,96,5,1,0,1,0,
37,0.9,44,1.0,16.2,40,8,54,2,3,4,0,1,0.0001
13,0.3,43,1.9,16.3,32,7,41,4,1,10,1,0,0.0170612565268889
28,0.1,50,5.0,20.0,50,6,53,5,5,23,0,0,0.0164614358109746
10,0.5,10,5.0,1.0,50,10,38,5,5,0,1,0,0.0001
50,0.2,50,5.0,17.3,50,10,53,5,2,1,0,1,
49,0.1,10,1.1,1.0,10,2,12,5,5,0,0,0,0.0001
37,0.5,41,3.0,9.0,35,8,95,3,3,10,0,0,
30,0.3,20,3.0,10.5,30,6,13,5,3,14,1,0,0.0163998327055038
25,0.5,45,4.3,5.3,19,3,44,1,5,12,1,0,0.0001
30,1.0,24,3.0,18.1,31,4,55,2,3,11,0,0,0.015178030962502
34,0.5,28,3.2,9.2,34,6,50,3,3,10,0,0,0.0164765035893758
28,0.5,38,3.0,17.3,11,6,53,3,2,10,0,1,
50,0.9,50,5.0,1.0,50,10,51,5,5,0,0,1,
50,0.2,38,4.6,1.0,11,10,53,1,1,1,0,1,
38,0.1,10,2.1,18.1,31,4,61,2,1,0,1,0,0.0169605724402532
21,0.3,44,3.5,6.0,50,7,80,4,1,22,1,0,0.0164779356082845
50,0.5,10,3.0,10.8,29,10,54,5,5,0,0,0,
34,0.5,31,2.9,8.6,31,6,49,3,3,10,0,0,0.0001
15,0.5,21,2.4,12.7,26,5,38,2,5,14,1,0,0.0144183381948591
39,0.9,43,1.0,17.4,41,8,56,2,3,4,0,1,0.0164732699820389
33,0.8,29,3.0,9.0,46,9,54,3,3,10,0,0,
47,0.8,22,4.5,4.9,26,6,75,5,5,14,0,0,0.0001
50,0.2,38,1.0,17.3,11,8,51,5,5,23,0,1,
13,0.3,20,2.1,16.9,33,7,40,4,3,10,1,0,0.0166724197268458
11,0.1,50,5.0,20.0,50,2,99,1,5,22,0,0,0.0165458877898638
15,0.8,22,4.5,12.3,36,6,75,2,5,18,1,0,0.0118733274337042
10,1.0,50,1.0,19.4,49,10,10,1,5,23,0,1,
28,0.9,44,4.6,17.3,11,8,53,5,2,1,0,1,
47,0.5,20,2.5,4.9,26,5,38,2,5,14,1,1,0.0109290731829685
13,0.1,41,1.9,14.1,35,8,41,4,1,6,1,0,0.0169081672874766
50,0.1,50,1.0,20.0,50,8,51,2,5,0,0,1,0.0165818658977069
29,0.8,24,4.3,14.0,37,6,68,4,5,19,0,0,0.0137596506425877
39,0.2,35,4.0,16.1,27,4,51,2,3,4,0,1,0.0001
37,0.5,29,1.3,14.1,35,6,54,3,1,6,1,0,0.0167181879327248
31,0.5,31,2.9,9.3,30,6,59,3,3,11,0,0,0.0001
10,0.2,38,4.6,20.0,50,2,53,1,5,23,0,1,0.0164213549635455
48,0.1,41,4.0,6.5,46,8,95,2,3,17,1,0,0.0147183584375341
33,0.2,39,1.8,4.8,22,3,20,4,1,6,1,1,0.0001
22,0.1,35,5.0,1.0,27,4,31,1,5,0,0,1,0.0001
10,0.3,18,1.9,20.0,32,7,41,1,3,0,0,0,0.0001
38,1.0,23,2.1,16.6,33,4,64,2,1,8,1,0,0.0166403447079951
50,1.0,50,1.0,1.0,50,8,51,2,3,0,0,1,0.0164841146602989
46,0.8,34,4.0,6.4,46,9,27,1,3,18,0,0,0.0001
30,1.0,30,3.0,10.5,31,4,55,3,1,11,0,0,0.0151649168205381
39,0.2,38,1.0,16.1,39,6,53,2,3,1,0,1,0.0001
13,0.3,43,3.6,16.3,50,7,79,4,1,22,1,0,0.0165604516543786
35,0.1,50,1.7,20.0,23,2,100,1,1,0,0,1,0.0001
50,0.1,50,5.0,20.0,50,8,100,2,5,23,0,0,0.0001
50,0.2,50,5.0,20.0,11,10,53,5,5,1,0,1,
50,0.9,50,1.0,1.0,50,10,100,2,3,0,0,1,
37,0.1,18,1.3,14.1,35,8,95,2,3,6,1,0,0.0148439571302953
15,0.5,22,2.7,11.9,26,5,35,2,5,13,1,0,0.0147576441120215
50,0.1,50,5.0,1.8,50,10,100,1,1,1,0,1,
10,0.2,10,1.0,1.0,50,2,100,1,1,0,0,0,0.0001
50,0.1,50,5.0,20.0,50,2,100,1,5,0,0,1,0.0165523135468382
48,0.3,18,4.0,16.3,46,7,41,4,3,17,1,0,0.0167974018315935
10,1.0,50,1.0,1.0,50,10,10,1,5,0,0,1,
41,1.0,24,2.1,18.7,29,4,63,2,1,7,1,0,0.0155935436241742
50,0.9,50,5.0,1.0,50,8,100,5,5,0,0,1,0.0155692013247884
10,0.5,50,5.0,20.0,26,5,38,2,5,13,0,0,0.0001
37,0.5,29,1.3,14.1,31,8,95,3,3,6,0,0,
